filename,label
dataset\Cat\10244.jpg,0
dataset\Cat\10245.jpg,0
dataset\Cat\10246.jpg,0
dataset\Cat\10247.jpg,0
dataset\Cat\10248.jpg,0
dataset\Cat\10249.jpg,0
dataset\Cat\1025.jpg,0
dataset\Cat\10250.jpg,0
dataset\Cat\10251.jpg,0
dataset\Cat\10252.jpg,0
dataset\Cat\10253.jpg,0
dataset\Cat\10254.jpg,0
dataset\Cat\10255.jpg,0
dataset\Cat\10256.jpg,0
dataset\Cat\10257.jpg,0
dataset\Cat\10258.jpg,0
dataset\Cat\10259.jpg,0
dataset\Cat\1026.jpg,0
dataset\Cat\10260.jpg,0
dataset\Cat\10261.jpg,0
dataset\Cat\10262.jpg,0
dataset\Cat\10263.jpg,0
dataset\Cat\10264.jpg,0
dataset\Cat\10265.jpg,0
dataset\Cat\10266.jpg,0
dataset\Cat\10267.jpg,0
dataset\Cat\10268.jpg,0
dataset\Cat\10269.jpg,0
dataset\Cat\1027.jpg,0
dataset\Cat\10270.jpg,0
dataset\Cat\10271.jpg,0
dataset\Cat\10272.jpg,0
dataset\Cat\10273.jpg,0
dataset\Cat\10274.jpg,0
dataset\Cat\10275.jpg,0
dataset\Cat\10276.jpg,0
dataset\Cat\10277.jpg,0
dataset\Cat\10278.jpg,0
dataset\Cat\10279.jpg,0
dataset\Cat\1028.jpg,0
dataset\Cat\10280.jpg,0
dataset\Cat\10281.jpg,0
dataset\Cat\10282.jpg,0
dataset\Cat\10283.jpg,0
dataset\Cat\10284.jpg,0
dataset\Cat\10285.jpg,0
dataset\Cat\10286.jpg,0
dataset\Cat\10287.jpg,0
dataset\Cat\10288.jpg,0
dataset\Cat\10289.jpg,0
dataset\Cat\1029.jpg,0
dataset\Cat\10290.jpg,0
dataset\Cat\10291.jpg,0
dataset\Cat\10292.jpg,0
dataset\Cat\10293.jpg,0
dataset\Cat\10294.jpg,0
dataset\Cat\10295.jpg,0
dataset\Cat\10296.jpg,0
dataset\Cat\10297.jpg,0
dataset\Cat\10298.jpg,0
dataset\Cat\10299.jpg,0
dataset\Cat\103.jpg,0
dataset\Cat\1030.jpg,0
dataset\Cat\10300.jpg,0
dataset\Cat\10301.jpg,0
dataset\Cat\10302.jpg,0
dataset\Cat\10303.jpg,0
dataset\Cat\10304.jpg,0
dataset\Cat\10305.jpg,0
dataset\Cat\10306.jpg,0
dataset\Cat\10307.jpg,0
dataset\Cat\10308.jpg,0
dataset\Cat\10309.jpg,0
dataset\Cat\1031.jpg,0
dataset\Cat\10310.jpg,0
dataset\Cat\10311.jpg,0
dataset\Cat\10312.jpg,0
dataset\Cat\10313.jpg,0
dataset\Cat\10314.jpg,0
dataset\Cat\10315.jpg,0
dataset\Cat\10316.jpg,0
dataset\Cat\10317.jpg,0
dataset\Cat\10318.jpg,0
dataset\Cat\10319.jpg,0
dataset\Cat\1032.jpg,0
dataset\Cat\10320.jpg,0
dataset\Cat\10321.jpg,0
dataset\Cat\10322.jpg,0
dataset\Cat\10323.jpg,0
dataset\Cat\10324.jpg,0
dataset\Cat\10325.jpg,0
dataset\Cat\10326.jpg,0
dataset\Cat\10327.jpg,0
dataset\Cat\10328.jpg,0
dataset\Cat\10329.jpg,0
dataset\Cat\1033.jpg,0
dataset\Cat\10330.jpg,0
dataset\Cat\10331.jpg,0
dataset\Cat\10332.jpg,0
dataset\Cat\10333.jpg,0
dataset\Cat\10334.jpg,0
dataset\Cat\10335.jpg,0
dataset\Cat\10336.jpg,0
dataset\Cat\10337.jpg,0
dataset\Cat\10338.jpg,0
dataset\Cat\10339.jpg,0
dataset\Cat\1034.jpg,0
dataset\Cat\10340.jpg,0
dataset\Cat\10341.jpg,0
dataset\Cat\10342.jpg,0
dataset\Cat\10343.jpg,0
dataset\Cat\10344.jpg,0
dataset\Cat\10345.jpg,0
dataset\Cat\10346.jpg,0
dataset\Cat\10347.jpg,0
dataset\Cat\10348.jpg,0
dataset\Cat\10349.jpg,0
dataset\Cat\1035.jpg,0
dataset\Cat\10350.jpg,0
dataset\Cat\10351.jpg,0
dataset\Cat\10352.jpg,0
dataset\Cat\10353.jpg,0
dataset\Cat\10354.jpg,0
dataset\Cat\10355.jpg,0
dataset\Cat\10356.jpg,0
dataset\Cat\10357.jpg,0
dataset\Cat\10358.jpg,0
dataset\Cat\10359.jpg,0
dataset\Cat\1036.jpg,0
dataset\Cat\10360.jpg,0
dataset\Cat\10361.jpg,0
dataset\Cat\10362.jpg,0
dataset\Cat\10363.jpg,0
dataset\Cat\10364.jpg,0
dataset\Cat\10365.jpg,0
dataset\Cat\10366.jpg,0
dataset\Cat\10367.jpg,0
dataset\Cat\10368.jpg,0
dataset\Cat\10369.jpg,0
dataset\Cat\1037.jpg,0
dataset\Cat\10370.jpg,0
dataset\Cat\10371.jpg,0
dataset\Cat\10372.jpg,0
dataset\Cat\10373.jpg,0
dataset\Cat\10374.jpg,0
dataset\Cat\10375.jpg,0
dataset\Cat\10376.jpg,0
dataset\Cat\10377.jpg,0
dataset\Cat\10378.jpg,0
dataset\Cat\10379.jpg,0
dataset\Cat\1038.jpg,0
dataset\Cat\10380.jpg,0
dataset\Cat\10381.jpg,0
dataset\Cat\10382.jpg,0
dataset\Cat\10383.jpg,0
dataset\Cat\10384.jpg,0
dataset\Cat\10385.jpg,0
dataset\Cat\10386.jpg,0
dataset\Cat\10387.jpg,0
dataset\Cat\10388.jpg,0
dataset\Cat\10389.jpg,0
dataset\Cat\1039.jpg,0
dataset\Cat\10390.jpg,0
dataset\Cat\10391.jpg,0
dataset\Cat\10392.jpg,0
dataset\Cat\10393.jpg,0
dataset\Cat\10394.jpg,0
dataset\Cat\10395.jpg,0
dataset\Cat\10396.jpg,0
dataset\Cat\10397.jpg,0
dataset\Cat\10398.jpg,0
dataset\Cat\10399.jpg,0
dataset\Cat\104.jpg,0
dataset\Cat\1040.jpg,0
dataset\Cat\10400.jpg,0
dataset\Cat\10401.jpg,0
dataset\Cat\10402.jpg,0
dataset\Cat\10403.jpg,0
dataset\Cat\10404.jpg,0
dataset\Cat\10405.jpg,0
dataset\Cat\10406.jpg,0
dataset\Cat\10407.jpg,0
dataset\Cat\10408.jpg,0
dataset\Cat\10409.jpg,0
dataset\Cat\1041.jpg,0
dataset\Cat\10410.jpg,0
dataset\Cat\10411.jpg,0
dataset\Cat\10412.jpg,0
dataset\Cat\10413.jpg,0
dataset\Cat\10414.jpg,0
dataset\Cat\10415.jpg,0
dataset\Cat\10416.jpg,0
dataset\Cat\10417.jpg,0
dataset\Cat\10418.jpg,0
dataset\Cat\10419.jpg,0
dataset\Cat\1042.jpg,0
dataset\Cat\10420.jpg,0
dataset\Cat\10421.jpg,0
dataset\Cat\10422.jpg,0
dataset\Cat\10423.jpg,0
dataset\Cat\10424.jpg,0
dataset\Cat\10425.jpg,0
dataset\Cat\10426.jpg,0
dataset\Cat\10427.jpg,0
dataset\Cat\10428.jpg,0
dataset\Cat\10429.jpg,0
dataset\Cat\1043.jpg,0
dataset\Cat\10430.jpg,0
dataset\Cat\10431.jpg,0
dataset\Cat\10432.jpg,0
dataset\Cat\10433.jpg,0
dataset\Cat\10434.jpg,0
dataset\Cat\10435.jpg,0
dataset\Cat\10436.jpg,0
dataset\Cat\10437.jpg,0
dataset\Cat\10438.jpg,0
dataset\Cat\10439.jpg,0
dataset\Cat\1044.jpg,0
dataset\Cat\10440.jpg,0
dataset\Cat\10441.jpg,0
dataset\Cat\10442.jpg,0
dataset\Cat\10443.jpg,0
dataset\Cat\10444.jpg,0
dataset\Cat\10445.jpg,0
dataset\Cat\10446.jpg,0
dataset\Cat\10447.jpg,0
dataset\Cat\10448.jpg,0
dataset\Cat\10449.jpg,0
dataset\Cat\1045.jpg,0
dataset\Cat\10450.jpg,0
dataset\Cat\10451.jpg,0
dataset\Cat\10452.jpg,0
dataset\Cat\10453.jpg,0
dataset\Cat\10454.jpg,0
dataset\Cat\10455.jpg,0
dataset\Cat\10456.jpg,0
dataset\Cat\10457.jpg,0
dataset\Cat\10458.jpg,0
dataset\Cat\10459.jpg,0
dataset\Cat\1046.jpg,0
dataset\Cat\10460.jpg,0
dataset\Cat\10461.jpg,0
dataset\Cat\10462.jpg,0
dataset\Cat\10463.jpg,0
dataset\Cat\10464.jpg,0
dataset\Cat\10465.jpg,0
dataset\Cat\10466.jpg,0
dataset\Cat\10467.jpg,0
dataset\Cat\10468.jpg,0
dataset\Cat\10469.jpg,0
dataset\Cat\1047.jpg,0
dataset\Cat\10470.jpg,0
dataset\Cat\10471.jpg,0
dataset\Cat\10472.jpg,0
dataset\Cat\10473.jpg,0
dataset\Cat\10474.jpg,0
dataset\Cat\10475.jpg,0
dataset\Cat\10476.jpg,0
dataset\Cat\10477.jpg,0
dataset\Cat\10478.jpg,0
dataset\Cat\10479.jpg,0
dataset\Cat\1048.jpg,0
dataset\Cat\10480.jpg,0
dataset\Cat\10481.jpg,0
dataset\Cat\10482.jpg,0
dataset\Cat\10483.jpg,0
dataset\Cat\10484.jpg,0
dataset\Cat\10485.jpg,0
dataset\Cat\10486.jpg,0
dataset\Cat\10487.jpg,0
dataset\Cat\10488.jpg,0
dataset\Cat\10489.jpg,0
dataset\Cat\1049.jpg,0
dataset\Cat\10490.jpg,0
dataset\Cat\10491.jpg,0
dataset\Cat\10492.jpg,0
dataset\Cat\10493.jpg,0
dataset\Cat\10494.jpg,0
dataset\Cat\10495.jpg,0
dataset\Cat\10496.jpg,0
dataset\Cat\10497.jpg,0
dataset\Cat\10498.jpg,0
dataset\Cat\10499.jpg,0
dataset\Cat\105.jpg,0
dataset\Cat\1050.jpg,0
dataset\Cat\10500.jpg,0
dataset\Cat\10501.jpg,0
dataset\Cat\10502.jpg,0
dataset\Cat\10503.jpg,0
dataset\Cat\10504.jpg,0
dataset\Cat\10505.jpg,0
dataset\Cat\10506.jpg,0
dataset\Cat\10507.jpg,0
dataset\Cat\10508.jpg,0
dataset\Cat\10509.jpg,0
dataset\Cat\1051.jpg,0
dataset\Cat\10510.jpg,0
dataset\Cat\10511.jpg,0
dataset\Cat\10512.jpg,0
dataset\Cat\10513.jpg,0
dataset\Cat\10514.jpg,0
dataset\Cat\10515.jpg,0
dataset\Cat\10516.jpg,0
dataset\Cat\10517.jpg,0
dataset\Cat\10518.jpg,0
dataset\Cat\10519.jpg,0
dataset\Cat\1052.jpg,0
dataset\Cat\10520.jpg,0
dataset\Cat\10521.jpg,0
dataset\Cat\10522.jpg,0
dataset\Cat\10523.jpg,0
dataset\Cat\10524.jpg,0
dataset\Cat\10525.jpg,0
dataset\Cat\10526.jpg,0
dataset\Cat\10527.jpg,0
dataset\Cat\10528.jpg,0
dataset\Cat\10529.jpg,0
dataset\Cat\1053.jpg,0
dataset\Cat\10530.jpg,0
dataset\Cat\10531.jpg,0
dataset\Cat\10532.jpg,0
dataset\Cat\10533.jpg,0
dataset\Cat\10534.jpg,0
dataset\Cat\10535.jpg,0
dataset\Cat\10536.jpg,0
dataset\Cat\10537.jpg,0
dataset\Cat\10538.jpg,0
dataset\Cat\10539.jpg,0
dataset\Cat\1054.jpg,0
dataset\Cat\10540.jpg,0
dataset\Cat\10541.jpg,0
dataset\Cat\10542.jpg,0
dataset\Cat\10543.jpg,0
dataset\Cat\10544.jpg,0
dataset\Cat\10545.jpg,0
dataset\Cat\10546.jpg,0
dataset\Cat\10547.jpg,0
dataset\Cat\10548.jpg,0
dataset\Cat\10549.jpg,0
dataset\Cat\1055.jpg,0
dataset\Cat\10550.jpg,0
dataset\Cat\10551.jpg,0
dataset\Cat\10552.jpg,0
dataset\Cat\10553.jpg,0
dataset\Cat\10554.jpg,0
dataset\Cat\10555.jpg,0
dataset\Cat\10556.jpg,0
dataset\Cat\10557.jpg,0
dataset\Cat\10558.jpg,0
dataset\Cat\10559.jpg,0
dataset\Cat\1056.jpg,0
dataset\Cat\10560.jpg,0
dataset\Cat\10561.jpg,0
dataset\Cat\10562.jpg,0
dataset\Cat\10563.jpg,0
dataset\Cat\10564.jpg,0
dataset\Cat\10565.jpg,0
dataset\Cat\10566.jpg,0
dataset\Cat\10567.jpg,0
dataset\Cat\10568.jpg,0
dataset\Cat\10569.jpg,0
dataset\Cat\1057.jpg,0
dataset\Cat\10570.jpg,0
dataset\Cat\10571.jpg,0
dataset\Cat\10572.jpg,0
dataset\Cat\10573.jpg,0
dataset\Cat\10574.jpg,0
dataset\Cat\10575.jpg,0
dataset\Cat\10576.jpg,0
dataset\Cat\10577.jpg,0
dataset\Cat\10578.jpg,0
dataset\Cat\10579.jpg,0
dataset\Cat\1058.jpg,0
dataset\Cat\10580.jpg,0
dataset\Cat\10581.jpg,0
dataset\Cat\10582.jpg,0
dataset\Cat\10583.jpg,0
dataset\Cat\10584.jpg,0
dataset\Cat\10585.jpg,0
dataset\Cat\10586.jpg,0
dataset\Cat\10587.jpg,0
dataset\Cat\10588.jpg,0
dataset\Cat\10589.jpg,0
dataset\Cat\1059.jpg,0
dataset\Cat\10590.jpg,0
dataset\Cat\10591.jpg,0
dataset\Cat\10592.jpg,0
dataset\Cat\10593.jpg,0
dataset\Cat\10594.jpg,0
dataset\Cat\10595.jpg,0
dataset\Cat\10596.jpg,0
dataset\Cat\10597.jpg,0
dataset\Cat\10598.jpg,0
dataset\Cat\10599.jpg,0
dataset\Cat\106.jpg,0
dataset\Cat\1060.jpg,0
dataset\Cat\10600.jpg,0
dataset\Cat\10601.jpg,0
dataset\Cat\10602.jpg,0
dataset\Cat\10603.jpg,0
dataset\Cat\10604.jpg,0
dataset\Cat\10605.jpg,0
dataset\Cat\10606.jpg,0
dataset\Cat\10607.jpg,0
dataset\Cat\10608.jpg,0
dataset\Cat\10609.jpg,0
dataset\Cat\1061.jpg,0
dataset\Cat\10610.jpg,0
dataset\Cat\10611.jpg,0
dataset\Cat\10612.jpg,0
dataset\Cat\10613.jpg,0
dataset\Cat\10614.jpg,0
dataset\Cat\10615.jpg,0
dataset\Cat\10616.jpg,0
dataset\Cat\10617.jpg,0
dataset\Cat\10618.jpg,0
dataset\Cat\10619.jpg,0
dataset\Cat\1062.jpg,0
dataset\Cat\10620.jpg,0
dataset\Cat\10621.jpg,0
dataset\Cat\10622.jpg,0
dataset\Cat\10623.jpg,0
dataset\Cat\10624.jpg,0
dataset\Cat\10625.jpg,0
dataset\Cat\10626.jpg,0
dataset\Cat\10627.jpg,0
dataset\Cat\10628.jpg,0
dataset\Cat\10629.jpg,0
dataset\Cat\1063.jpg,0
dataset\Cat\10630.jpg,0
dataset\Cat\10631.jpg,0
dataset\Cat\10632.jpg,0
dataset\Cat\10633.jpg,0
dataset\Cat\10634.jpg,0
dataset\Cat\10635.jpg,0
dataset\Cat\10636.jpg,0
dataset\Cat\10637.jpg,0
dataset\Cat\10638.jpg,0
dataset\Cat\10639.jpg,0
dataset\Cat\1064.jpg,0
dataset\Cat\10640.jpg,0
dataset\Cat\10641.jpg,0
dataset\Cat\10642.jpg,0
dataset\Cat\10643.jpg,0
dataset\Cat\10644.jpg,0
dataset\Cat\10645.jpg,0
dataset\Cat\10646.jpg,0
dataset\Cat\10647.jpg,0
dataset\Cat\10648.jpg,0
dataset\Cat\10649.jpg,0
dataset\Cat\1065.jpg,0
dataset\Cat\10650.jpg,0
dataset\Cat\10651.jpg,0
dataset\Cat\10652.jpg,0
dataset\Cat\10653.jpg,0
dataset\Cat\10654.jpg,0
dataset\Cat\10655.jpg,0
dataset\Cat\10656.jpg,0
dataset\Cat\10657.jpg,0
dataset\Cat\10658.jpg,0
dataset\Cat\10659.jpg,0
dataset\Cat\1066.jpg,0
dataset\Cat\10660.jpg,0
dataset\Cat\10661.jpg,0
dataset\Cat\10662.jpg,0
dataset\Cat\10663.jpg,0
dataset\Cat\10664.jpg,0
dataset\Cat\10665.jpg,0
dataset\Cat\10666.jpg,0
dataset\Cat\10667.jpg,0
dataset\Cat\10668.jpg,0
dataset\Cat\10669.jpg,0
dataset\Cat\1067.jpg,0
dataset\Cat\10670.jpg,0
dataset\Cat\10671.jpg,0
dataset\Cat\10672.jpg,0
dataset\Cat\10673.jpg,0
dataset\Cat\10674.jpg,0
dataset\Cat\10675.jpg,0
dataset\Cat\10676.jpg,0
dataset\Cat\10677.jpg,0
dataset\Cat\10678.jpg,0
dataset\Cat\10679.jpg,0
dataset\Cat\1068.jpg,0
dataset\Cat\10680.jpg,0
dataset\Cat\10681.jpg,0
dataset\Cat\10682.jpg,0
dataset\Cat\10683.jpg,0
dataset\Cat\10684.jpg,0
dataset\Cat\10685.jpg,0
dataset\Cat\10686.jpg,0
dataset\Cat\10687.jpg,0
dataset\Cat\10688.jpg,0
dataset\Cat\10689.jpg,0
dataset\Cat\1069.jpg,0
dataset\Cat\10690.jpg,0
dataset\Cat\10691.jpg,0
dataset\Cat\10692.jpg,0
dataset\Cat\10693.jpg,0
dataset\Cat\10694.jpg,0
dataset\Cat\10695.jpg,0
dataset\Cat\10696.jpg,0
dataset\Cat\10697.jpg,0
dataset\Cat\10698.jpg,0
dataset\Cat\10699.jpg,0
dataset\Cat\107.jpg,0
dataset\Cat\1070.jpg,0
dataset\Cat\10700.jpg,0
dataset\Cat\10701.jpg,0
dataset\Cat\10702.jpg,0
dataset\Cat\10703.jpg,0
dataset\Cat\10704.jpg,0
dataset\Cat\10705.jpg,0
dataset\Cat\10706.jpg,0
dataset\Cat\10707.jpg,0
dataset\Cat\10708.jpg,0
dataset\Cat\10709.jpg,0
dataset\Cat\1071.jpg,0
dataset\Cat\10710.jpg,0
dataset\Cat\10711.jpg,0
dataset\Cat\10712.jpg,0
dataset\Cat\10713.jpg,0
dataset\Cat\10714.jpg,0
dataset\Cat\10715.jpg,0
dataset\Cat\10716.jpg,0
dataset\Cat\10717.jpg,0
dataset\Cat\10718.jpg,0
dataset\Cat\10719.jpg,0
dataset\Cat\1072.jpg,0
dataset\Cat\10720.jpg,0
dataset\Cat\10721.jpg,0
dataset\Cat\10722.jpg,0
dataset\Cat\10723.jpg,0
dataset\Cat\10724.jpg,0
dataset\Cat\10725.jpg,0
dataset\Cat\10726.jpg,0
dataset\Cat\10727.jpg,0
dataset\Cat\10728.jpg,0
dataset\Cat\10729.jpg,0
dataset\Cat\1073.jpg,0
dataset\Cat\10730.jpg,0
dataset\Cat\10731.jpg,0
dataset\Cat\10732.jpg,0
dataset\Cat\10733.jpg,0
dataset\Cat\10734.jpg,0
dataset\Cat\10735.jpg,0
dataset\Cat\10736.jpg,0
dataset\Cat\10737.jpg,0
